Test Model,System,Round,Score Document,Score Reference,Score Reference Document
phi-3-mini-128k-instruct,lidar,first,0,13,19
phi-3-mini-128k-instruct,lidar,second,0,14,5
phi-3-mini-128k-instruct,lidar,third,0,47,12
phi-3-mini-128k-instruct,rigid_highway,first,10,20,6
phi-3-mini-128k-instruct,rigid_highway,second,78,70,2
phi-3-mini-128k-instruct,rigid_highway,third,95,40,5
phi-3-mini-128k-instruct,pendulum,first,13,17,6
phi-3-mini-128k-instruct,pendulum,second,45,68,49
phi-3-mini-128k-instruct,pendulum,third,29,66,64
phi-3-mini-128k-instruct,hmmwv,first,0,49,12
phi-3-mini-128k-instruct,hmmwv,second,58,82,64
phi-3-mini-128k-instruct,hmmwv,third,17,61,13
phi-3-mini-128k-instruct,turtlebot,first,5,0,45
phi-3-mini-128k-instruct,turtlebot,second,61,59,53
phi-3-mini-128k-instruct,turtlebot,third,12,42,10
phi-3-mini-128k-instruct,mass_spring_damper,first,48,0,23
phi-3-mini-128k-instruct,mass_spring_damper,second,28,51,57
phi-3-mini-128k-instruct,mass_spring_damper,third,73,70,70
phi-3-mini-128k-instruct,tablecloth,first,0,47,7
phi-3-mini-128k-instruct,tablecloth,second,22,69,64
phi-3-mini-128k-instruct,tablecloth,third,39,54,0
phi-3-mini-128k-instruct,kraz,first,0,47,0
phi-3-mini-128k-instruct,kraz,second,45,82,48
phi-3-mini-128k-instruct,kraz,third,24,30,8
phi-3-mini-128k-instruct,camera,first,16,48,2
phi-3-mini-128k-instruct,camera,second,39,54,52
phi-3-mini-128k-instruct,camera,third,45,42,2
phi-3-mini-128k-instruct,buckling,first,28,20,10
phi-3-mini-128k-instruct,buckling,second,0,12,47
phi-3-mini-128k-instruct,buckling,third,11,28,51
phi-3-mini-128k-instruct,gator,first,13,14,17
phi-3-mini-128k-instruct,gator,second,41,59,18
phi-3-mini-128k-instruct,gator,third,64,92,64
phi-3-mini-128k-instruct,slider_crank,first,15,21,51
phi-3-mini-128k-instruct,slider_crank,second,34,60,59
phi-3-mini-128k-instruct,slider_crank,third,53,100,62
phi-3-mini-128k-instruct,feda,first,26,16,51
phi-3-mini-128k-instruct,feda,second,55,72,7
phi-3-mini-128k-instruct,feda,third,42,27,55
llama-3.3-70b-instruct,scm,first,24,47,23
llama-3.3-70b-instruct,scm,second,72,82,27
llama-3.3-70b-instruct,scm,third,68,70,59
llama-3.3-70b-instruct,citybus,first,37,14,9
llama-3.3-70b-instruct,citybus,second,73,67,75
llama-3.3-70b-instruct,citybus,third,63,22,71
llama-3.3-70b-instruct,gps_imu,first,28,0,9
llama-3.3-70b-instruct,gps_imu,second,46,83,32
llama-3.3-70b-instruct,gps_imu,third,75,82,33
llama-3.3-70b-instruct,rotor,first,24,19,14
llama-3.3-70b-instruct,rotor,second,72,38,45
llama-3.3-70b-instruct,rotor,third,75,85,39
llama-3.3-70b-instruct,rigid_multipatches,first,52,20,52
llama-3.3-70b-instruct,rigid_multipatches,second,34,82,57
llama-3.3-70b-instruct,rigid_multipatches,third,67,83,49
llama-3.3-70b-instruct,cable,first,0,52,52
llama-3.3-70b-instruct,cable,second,80,100,68
llama-3.3-70b-instruct,cable,third,86,63,34
llama-3.3-70b-instruct,sensros,first,46,35,30
llama-3.3-70b-instruct,sensros,second,85,67,52
llama-3.3-70b-instruct,sensros,third,61,68,57
llama-3.3-70b-instruct,scm_hill,first,55,12,2
llama-3.3-70b-instruct,scm_hill,second,65,71,47
llama-3.3-70b-instruct,scm_hill,third,82,35,79
llama-3.3-70b-instruct,veh_app,first,42,32,10
llama-3.3-70b-instruct,veh_app,second,69,20,55
llama-3.3-70b-instruct,veh_app,third,0,100,62
llama-3.3-70b-instruct,gear,first,30,16,51
llama-3.3-70b-instruct,gear,second,87,100,95
llama-3.3-70b-instruct,gear,third,19,91,81
llama-3.3-70b-instruct,art,first,37,8,19
llama-3.3-70b-instruct,art,second,64,100,83
llama-3.3-70b-instruct,art,third,76,40,100
llama-3.3-70b-instruct,man,first,20,32,0
llama-3.3-70b-instruct,man,second,69,83,55
llama-3.3-70b-instruct,man,third,32,67,52
llama-3.3-70b-instruct,curiosity,first,16,24,15
llama-3.3-70b-instruct,curiosity,second,28,21,35
llama-3.3-70b-instruct,curiosity,third,62,52,47
llama-3.3-70b-instruct,vehros,first,0,19,4
llama-3.3-70b-instruct,vehros,second,89,78,24
llama-3.3-70b-instruct,vehros,third,18,82,64
llama-3.3-70b-instruct,uazbus,first,62,0,4
llama-3.3-70b-instruct,uazbus,second,55,85,22
llama-3.3-70b-instruct,uazbus,third,75,24,55
llama-3.3-70b-instruct,handler,first,40,20,23
llama-3.3-70b-instruct,handler,second,77,20,42
llama-3.3-70b-instruct,handler,third,62,100,47
llama-3.3-70b-instruct,beam,first,35,59,27
llama-3.3-70b-instruct,beam,second,70,92,72
llama-3.3-70b-instruct,beam,third,2,77,77
llama-3.3-70b-instruct,particles,first,38,71,55
llama-3.3-70b-instruct,particles,second,32,97,20
llama-3.3-70b-instruct,particles,third,63,58,61
llama-3.3-70b-instruct,m113,first,17,0,13
llama-3.3-70b-instruct,m113,second,56,65,60
llama-3.3-70b-instruct,m113,third,43,82,62
llama-3.3-70b-instruct,sedan,first,31,14,12
llama-3.3-70b-instruct,sedan,second,56,73,60
llama-3.3-70b-instruct,sedan,third,62,53,55
llama-3.3-70b-instruct,viper,first,35,27,57
llama-3.3-70b-instruct,viper,second,44,92,78
llama-3.3-70b-instruct,viper,third,35,70,28
llama-3.3-70b-instruct,lidar,first,14,40,6
llama-3.3-70b-instruct,lidar,second,36,82,65
llama-3.3-70b-instruct,lidar,third,17,0,32
llama-3.3-70b-instruct,rigid_highway,first,19,57,14
llama-3.3-70b-instruct,rigid_highway,second,68,92,71
llama-3.3-70b-instruct,rigid_highway,third,43,75,83
llama-3.3-70b-instruct,pendulum,first,25,54,67
llama-3.3-70b-instruct,pendulum,second,61,63,22
llama-3.3-70b-instruct,pendulum,third,29,82,68
llama-3.3-70b-instruct,hmmwv,first,80,69,24
llama-3.3-70b-instruct,hmmwv,second,63,32,62
llama-3.3-70b-instruct,hmmwv,third,75,92,47
llama-3.3-70b-instruct,turtlebot,first,48,17,17
llama-3.3-70b-instruct,turtlebot,second,22,50,64
llama-3.3-70b-instruct,turtlebot,third,0,32,52
llama-3.3-70b-instruct,mass_spring_damper,first,29,18,25
llama-3.3-70b-instruct,mass_spring_damper,second,71,40,20
llama-3.3-70b-instruct,mass_spring_damper,third,70,67,47
llama-3.3-70b-instruct,tablecloth,first,35,15,51
llama-3.3-70b-instruct,tablecloth,second,31,68,54
llama-3.3-70b-instruct,tablecloth,third,6,12,68
llama-3.3-70b-instruct,kraz,first,11,9,14
llama-3.3-70b-instruct,kraz,second,48,63,42
llama-3.3-70b-instruct,kraz,third,40,17,19
llama-3.3-70b-instruct,camera,first,0,37,14
llama-3.3-70b-instruct,camera,second,53,91,76
llama-3.3-70b-instruct,camera,third,47,23,57
llama-3.3-70b-instruct,buckling,first,55,65,57
llama-3.3-70b-instruct,buckling,second,78,100,0
llama-3.3-70b-instruct,buckling,third,68,17,42
llama-3.3-70b-instruct,gator,first,37,57,24
llama-3.3-70b-instruct,gator,second,71,51,34
llama-3.3-70b-instruct,gator,third,50,91,85
llama-3.3-70b-instruct,slider_crank,first,10,65,6
llama-3.3-70b-instruct,slider_crank,second,50,77,59
llama-3.3-70b-instruct,slider_crank,third,39,23,37
llama-3.3-70b-instruct,feda,first,53,29,17
llama-3.3-70b-instruct,feda,second,70,62,52
llama-3.3-70b-instruct,feda,third,68,70,42
phi-3-medium-128k-instruct,scm,first,8,10,3
phi-3-medium-128k-instruct,scm,second,0,0,8
phi-3-medium-128k-instruct,scm,third,5,52,0
phi-3-medium-128k-instruct,citybus,first,16,58,0
phi-3-medium-128k-instruct,citybus,second,70,92,40
phi-3-medium-128k-instruct,citybus,third,60,45,20
phi-3-medium-128k-instruct,gps_imu,first,52,8,47
phi-3-medium-128k-instruct,gps_imu,second,FAILED,FAILED,FAILED
phi-3-medium-128k-instruct,gps_imu,third,FAILED,FAILED,FAILED
phi-3-medium-128k-instruct,rotor,first,0,27,10
phi-3-medium-128k-instruct,rotor,second,0,10,0
phi-3-medium-128k-instruct,rotor,third,0,3,5
phi-3-medium-128k-instruct,rigid_multipatches,first,21,6,4
phi-3-medium-128k-instruct,rigid_multipatches,second,FAILED,FAILED,FAILED
phi-3-medium-128k-instruct,rigid_multipatches,third,40,67,0
phi-3-medium-128k-instruct,cable,first,53,14,27
phi-3-medium-128k-instruct,cable,second,19,75,86
phi-3-medium-128k-instruct,cable,third,FAILED,FAILED,FAILED
phi-3-medium-128k-instruct,sensros,first,15,27,27
phi-3-medium-128k-instruct,sensros,second,10,45,10
phi-3-medium-128k-instruct,sensros,third,0,45,0
phi-3-medium-128k-instruct,scm_hill,first,3,0,1
phi-3-medium-128k-instruct,scm_hill,second,0,4,8
phi-3-medium-128k-instruct,scm_hill,third,10,22,2
phi-3-medium-128k-instruct,veh_app,first,9,26,51
phi-3-medium-128k-instruct,veh_app,second,19,0,7
phi-3-medium-128k-instruct,veh_app,third,0,0,0
phi-3-medium-128k-instruct,gear,first,0,35,0
phi-3-medium-128k-instruct,gear,second,0,22,47
phi-3-medium-128k-instruct,gear,third,FAILED,FAILED,FAILED
phi-3-medium-128k-instruct,art,first,0,53,0
phi-3-medium-128k-instruct,art,second,63,35,42
phi-3-medium-128k-instruct,art,third,38,99,48
phi-3-medium-128k-instruct,man,first,0,38,37
